site,name,year,month,day,tmin,tmax,date,working,demand,area_string
NC,Northcote,2016,06,13,0.7,13.9,2016-06-13,Weekday,26.04233984,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2016,06,13,0.7,13.9,2016-06-13,Weekday,9.723114258,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
NC,Northcote,2016,06,14,3.2,14.8,2016-06-14,Weekday,25.69860742,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2016,06,14,3.2,14.8,2016-06-14,Weekday,13.15987793,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
NC,Northcote,2016,06,15,3.8,16.9,2016-06-15,Weekday,24.27466406,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2016,06,15,3.8,16.9,2016-06-15,Weekday,13.0795498,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
NC,Northcote,2016,06,16,4.5,14.5,2016-06-16,Weekday,25.34385742,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2016,06,16,4.5,14.5,2016-06-16,Weekday,13.27378809,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
NC,Northcote,2016,06,17,9.4,14.7,2016-06-17,Weekday,22.2313125,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2016,06,17,9.4,14.7,2016-06-17,Weekday,12.21565527,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
NC,Northcote,2016,06,18,9.4,11.8,2016-06-18,Weekend,23.05539063,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2016,06,18,9.4,11.8,2016-06-18,Weekend,8.656844727000001,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
NC,Northcote,2016,06,19,5.9,13.1,2016-06-19,Weekend,24.05938086,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2016,06,19,5.9,13.1,2016-06-19,Weekend,8.777097656,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
NC,Northcote,2016,06,20,7.5,12.7,2016-06-20,Weekday,24.92174609,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2016,06,20,7.5,12.7,2016-06-20,Weekday,12.80056738,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
NC,Northcote,2016,06,21,9.2,13.4,2016-06-21,Weekday,25.56227148,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2016,06,21,9.2,13.4,2016-06-21,Weekday,12.80238086,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
NC,Northcote,2016,06,22,10.3,14.7,2016-06-22,Weekday,24.02874805,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2016,06,22,10.3,14.7,2016-06-22,Weekday,12.59517969,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
NC,Northcote,2016,06,23,10.2,13.8,2016-06-23,Weekday,26.03735156,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2016,06,23,10.2,13.8,2016-06-23,Weekday,12.52725,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
NC,Northcote,2016,06,24,5.9,9.9,2016-06-24,Weekday,26.97276758,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2016,06,24,5.9,9.9,2016-06-24,Weekday,13.30349023,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
NC,Northcote,2016,06,25,4.2,12.4,2016-06-25,Weekend,24.99169727,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2016,06,25,4.2,12.4,2016-06-25,Weekend,9.645509766,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
NC,Northcote,2016,06,26,0.8,10.8,2016-06-26,Weekend,27.00187109,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2016,06,26,0.8,10.8,2016-06-26,Weekend,9.199610352,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
NC,Northcote,2016,06,27,3.1,10,2016-06-27,Weekday,27.47644727,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2016,06,27,3.1,10,2016-06-27,Weekday,13.70908398,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
NC,Northcote,2016,06,28,3.1,14.3,2016-06-28,Weekday,25.65003711,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2016,06,28,3.1,14.3,2016-06-28,Weekday,13.54583105,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
NC,Northcote,2016,06,29,8.4,14.8,2016-06-29,Weekday,24.32106836,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2016,06,29,8.4,14.8,2016-06-29,Weekday,12.75798926,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
NC,Northcote,2016,06,30,10.1,11.9,2016-06-30,Weekday,26.65335742,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2016,06,30,10.1,11.9,2016-06-30,Weekday,13.26067969,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
NC,Northcote,2016,07,01,6.6,13.2,2016-07-01,Weekday,23.37942188,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2016,07,01,6.6,13.2,2016-07-01,Weekday,13.20243262,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
NC,Northcote,2016,07,02,9,15.4,2016-07-02,Weekend,21.8726543,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2016,07,02,9,15.4,2016-07-02,Weekend,8.25815625,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
NC,Northcote,2016,07,03,10.4,15.7,2016-07-03,Weekend,22.12178125,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2016,07,03,10.4,15.7,2016-07-03,Weekend,8.099531738,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
NC,Northcote,2016,07,04,9.8,12.2,2016-07-04,Weekday,24.79458203,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2016,07,04,9.8,12.2,2016-07-04,Weekday,12.3592373,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
NC,Northcote,2016,07,05,7.3,12.3,2016-07-05,Weekday,25.57019141,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2016,07,05,7.3,12.3,2016-07-05,Weekday,12.81337207,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
NC,Northcote,2016,07,06,8.3,12.7,2016-07-06,Weekday,24.55309766,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2016,07,06,8.3,12.7,2016-07-06,Weekday,12.52830957,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
NC,Northcote,2016,07,07,9.9,13.6,2016-07-07,Weekday,23.74338281,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2016,07,07,9.9,13.6,2016-07-07,Weekday,12.96312012,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
NC,Northcote,2016,07,08,9,15.9,2016-07-08,Weekday,22.53148828,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2016,07,08,9,15.9,2016-07-08,Weekday,11.97450586,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
NC,Northcote,2016,07,09,4.6,14.7,2016-07-09,Weekend,23.3760625,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2016,07,09,4.6,14.7,2016-07-09,Weekend,8.510526367,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
NC,Northcote,2016,07,10,5.1,13.5,2016-07-10,Weekend,26.00819531,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2016,07,10,5.1,13.5,2016-07-10,Weekend,9.186418945,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
NC,Northcote,2016,07,11,6.3,15.3,2016-07-11,Weekday,25.37603711,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2016,07,11,6.3,15.3,2016-07-11,Weekday,12.01815332,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
NC,Northcote,2016,07,12,10.4,12.6,2016-07-12,Weekday,27.82253516,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2016,07,12,10.4,12.6,2016-07-12,Weekday,12.98046973,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
NC,Northcote,2016,07,13,3.9,11.4,2016-07-13,Weekday,28.20847852,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2016,07,13,3.9,11.4,2016-07-13,Weekday,14.04411621,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
NC,Northcote,2016,07,14,6.1,13.1,2016-07-14,Weekday,25.98116016,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2016,07,14,6.1,13.1,2016-07-14,Weekday,13.35308301,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
NC,Northcote,2016,07,15,8.3,13.6,2016-07-15,Weekday,23.32793945,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2016,07,15,8.3,13.6,2016-07-15,Weekday,12.97802344,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
NC,Northcote,2016,07,16,6.4,15.1,2016-07-16,Weekend,22.59460156,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2016,07,16,6.4,15.1,2016-07-16,Weekend,8.487829102000001,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
NC,Northcote,2016,07,17,0,16.8,2016-07-17,Weekend,24.10580859,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2016,07,17,0,16.8,2016-07-17,Weekend,8.641797852,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
NC,Northcote,2016,07,18,3.5,16.9,2016-07-18,Weekday,22.95964844,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2016,07,18,3.5,16.9,2016-07-18,Weekday,11.98246973,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
NC,Northcote,2016,07,19,11.7,16.1,2016-07-19,Weekday,22.61888867,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2016,07,19,11.7,16.1,2016-07-19,Weekday,12.09513184,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
NC,Northcote,2016,07,20,9,16.4,2016-07-20,Weekday,22.61465039,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2016,07,20,9,16.4,2016-07-20,Weekday,12.04810254,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
NC,Northcote,2016,07,21,5,17.4,2016-07-21,Weekday,21.74690234,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2016,07,21,5,17.4,2016-07-21,Weekday,12.76905469,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
NC,Northcote,2016,07,22,8,17.4,2016-07-22,Weekday,21.7903125,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2016,07,22,8,17.4,2016-07-22,Weekday,11.70231543,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
NC,Northcote,2016,07,23,6.6,11.1,2016-07-23,Weekend,25.23593555,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2016,07,23,6.6,11.1,2016-07-23,Weekend,8.57981543,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
NC,Northcote,2016,07,24,3.7,10.7,2016-07-24,Weekend,27.01969922,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2016,07,24,3.7,10.7,2016-07-24,Weekend,8.944871094,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
NC,Northcote,2016,07,25,6.2,13.4,2016-07-25,Weekday,27.55419336,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2016,07,25,6.2,13.4,2016-07-25,Weekday,13.37129688,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
NC,Northcote,2016,07,26,6.1,10,2016-07-26,Weekday,28.54985938,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2016,07,26,6.1,10,2016-07-26,Weekday,13.7374043,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
NC,Northcote,2016,07,27,7.1,12.1,2016-07-27,Weekday,26.67493945,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2016,07,27,7.1,12.1,2016-07-27,Weekday,13.465299800000002,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
NC,Northcote,2016,07,28,6.3,13,2016-07-28,Weekday,25.31615039,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2016,07,28,6.3,13,2016-07-28,Weekday,13.07873145,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
NC,Northcote,2016,07,29,9.6,13.6,2016-07-29,Weekday,23.62341797,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2016,07,29,9.6,13.6,2016-07-29,Weekday,12.54499316,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
NC,Northcote,2016,07,30,7.6,14.2,2016-07-30,Weekend,23.75454688,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2016,07,30,7.6,14.2,2016-07-30,Weekend,8.635482422,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
NC,Northcote,2016,07,31,10.3,16.3,2016-07-31,Weekend,22.71267969,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2016,07,31,10.3,16.3,2016-07-31,Weekend,8.391154297,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
NC,Northcote,2016,08,01,7.9,13.5,2016-08-01,Weekday,25.54789844,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2016,08,01,7.9,13.5,2016-08-01,Weekday,12.28063379,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
NC,Northcote,2016,08,02,5.2,13.4,2016-08-02,Weekday,25.44176758,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2016,08,02,5.2,13.4,2016-08-02,Weekday,12.97519824,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
NC,Northcote,2016,08,03,8.2,12.2,2016-08-03,Weekday,25.90278906,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2016,08,03,8.2,12.2,2016-08-03,Weekday,12.8104834,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
NC,Northcote,2016,08,04,1.6,14.4,2016-08-04,Weekday,25.76716797,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2016,08,04,1.6,14.4,2016-08-04,Weekday,12.8441582,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
NC,Northcote,2016,08,05,0.9,15.2,2016-08-05,Weekday,24.46511719,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2016,08,05,0.9,15.2,2016-08-05,Weekday,12.66856055,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
NC,Northcote,2016,08,06,3.5,13.6,2016-08-06,Weekend,23.42675977,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2016,08,06,3.5,13.6,2016-08-06,Weekend,8.879610352,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
NC,Northcote,2016,08,07,6.1,15.8,2016-08-07,Weekend,23.91275781,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2016,08,07,6.1,15.8,2016-08-07,Weekend,8.355863281,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
NC,Northcote,2016,08,08,2.9,14.2,2016-08-08,Weekday,26.38838281,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2016,08,08,2.9,14.2,2016-08-08,Weekday,12.74863965,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
NC,Northcote,2016,08,09,7.6,17.9,2016-08-09,Weekday,23.0052793,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2016,08,09,7.6,17.9,2016-08-09,Weekday,12.70894531,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
NC,Northcote,2016,08,10,9.2,14.1,2016-08-10,Weekday,24.304625,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2016,08,10,9.2,14.1,2016-08-10,Weekday,12.1946709,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
NC,Northcote,2016,08,11,6.3,15.1,2016-08-11,Weekday,24.29757813,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2016,08,11,6.3,15.1,2016-08-11,Weekday,12.81990723,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
NC,Northcote,2016,08,12,6.7,13.8,2016-08-12,Weekday,24.30828516,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2016,08,12,6.7,13.8,2016-08-12,Weekday,12.36794922,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
NC,Northcote,2016,08,13,7.1,14.1,2016-08-13,Weekend,22.119875,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2016,08,13,7.1,14.1,2016-08-13,Weekend,8.33680957,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
NC,Northcote,2016,08,14,7.5,16.8,2016-08-14,Weekend,21.63998047,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2016,08,14,7.5,16.8,2016-08-14,Weekend,8.02130127,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
NC,Northcote,2016,08,15,9.4,17.1,2016-08-15,Weekday,21.53809375,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2016,08,15,9.4,17.1,2016-08-15,Weekday,11.48914453,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
NC,Northcote,2016,08,16,8.5,18.1,2016-08-16,Weekday,21.22106445,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2016,08,16,8.5,18.1,2016-08-16,Weekday,11.68211914,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
NC,Northcote,2016,08,17,11.3,15.7,2016-08-17,Weekday,21.79928906,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2016,08,17,11.3,15.7,2016-08-17,Weekday,11.87363086,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
NC,Northcote,2016,08,18,4.5,21.5,2016-08-18,Weekday,18.31063477,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2016,08,18,4.5,21.5,2016-08-18,Weekday,11.18822852,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
NC,Northcote,2016,08,19,15.7,16.6,2016-08-19,Weekday,22.64164453,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2016,08,19,15.7,16.6,2016-08-19,Weekday,11.35083105,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
NC,Northcote,2016,08,20,5.9,13.4,2016-08-20,Weekend,22.37173828,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2016,08,20,5.9,13.4,2016-08-20,Weekend,8.307388672,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
NC,Northcote,2016,08,21,8.3,14.2,2016-08-21,Weekend,23.22626758,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2016,08,21,8.3,14.2,2016-08-21,Weekend,8.278259766,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
NC,Northcote,2016,08,22,8.7,16.6,2016-08-22,Weekday,24.93151563,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2016,08,22,8.7,16.6,2016-08-22,Weekday,12.16053223,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
NC,Northcote,2016,08,23,6,14,2016-08-23,Weekday,24.51915625,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2016,08,23,6,14,2016-08-23,Weekday,11.87747461,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
NC,Northcote,2016,08,24,0.5,13.4,2016-08-24,Weekday,25.4022793,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2016,08,24,0.5,13.4,2016-08-24,Weekday,12.59055371,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
NC,Northcote,2016,08,25,3.5,13.3,2016-08-25,Weekday,24.77401367,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2016,08,25,3.5,13.3,2016-08-25,Weekday,12.55313477,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
NC,Northcote,2016,08,26,5,12.7,2016-08-26,Weekday,22.85186719,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2016,08,26,5,12.7,2016-08-26,Weekday,12.57388672,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
NC,Northcote,2016,08,27,7.5,14.9,2016-08-27,Weekend,21.71479297,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2016,08,27,7.5,14.9,2016-08-27,Weekend,8.177585449,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
NC,Northcote,2016,08,28,10.1,18,2016-08-28,Weekend,21.53996875,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2016,08,28,10.1,18,2016-08-28,Weekend,7.774836426,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
NC,Northcote,2016,08,29,6.4,19.2,2016-08-29,Weekday,20.83099414,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2016,08,29,6.4,19.2,2016-08-29,Weekday,11.31965039,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
NC,Northcote,2016,08,30,8.9,15.9,2016-08-30,Weekday,22.15066602,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2016,08,30,8.9,15.9,2016-08-30,Weekday,11.59698926,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
NC,Northcote,2016,08,31,12.1,20,2016-08-31,Weekday,19.32030664,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2016,08,31,12.1,20,2016-08-31,Weekday,10.79138965,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
NC,Northcote,2016,09,01,11,15.7,2016-09-01,Weekday,21.38918945,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2016,09,01,11,15.7,2016-09-01,Weekday,10.8194668,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
NC,Northcote,2016,09,02,9.4,14.7,2016-09-02,Weekday,20.70457813,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2016,09,02,9.4,14.7,2016-09-02,Weekday,11.09820313,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
NC,Northcote,2016,09,03,9.3,14.8,2016-09-03,Weekend,19.79657031,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2016,09,03,9.3,14.8,2016-09-03,Weekend,7.89912207,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
NC,Northcote,2016,09,04,8.5,16.9,2016-09-04,Weekend,20.49160742,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2016,09,04,8.5,16.9,2016-09-04,Weekend,7.858632323999999,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
NC,Northcote,2016,09,05,11.6,17,2016-09-05,Weekday,19.784,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2016,09,05,11.6,17,2016-09-05,Weekday,10.84555176,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
NC,Northcote,2016,09,06,6.9,21,2016-09-06,Weekday,18.89768359,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2016,09,06,6.9,21,2016-09-06,Weekday,10.99351074,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
NC,Northcote,2016,09,07,7.5,21,2016-09-07,Weekday,17.53131641,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2016,09,07,7.5,21,2016-09-07,Weekday,10.92467871,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
NC,Northcote,2016,09,08,11.5,22.8,2016-09-08,Weekday,16.96070898,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2016,09,08,11.5,22.8,2016-09-08,Weekday,10.86284863,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
NC,Northcote,2016,09,09,16.3,16.7,2016-09-09,Weekday,18.25148633,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2016,09,09,16.3,16.7,2016-09-09,Weekday,10.61462695,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
NC,Northcote,2016,09,10,10.6,13.7,2016-09-10,Weekend,19.47284961,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2016,09,10,10.6,13.7,2016-09-10,Weekend,8.049006836,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
NC,Northcote,2016,09,11,5.1,16,2016-09-11,Weekend,20.87615625,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2016,09,11,5.1,16,2016-09-11,Weekend,7.796797363,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
NC,Northcote,2016,09,12,9.4,12.6,2016-09-12,Weekday,23.07680859,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
